Skill1,Skill2,Similarity
forecast future levels of business,forecast future of business levels,1
forecast future levels of business,forecast business' future level,1
forecast future levels of business,create sales forecasts,1
forecast future levels of business,anticipate future levels of service,1
legislation in agriculture,land-based industry legislation,1
legislation in agriculture,land-based industries rules,1
legislation in agriculture,land-based industries statutes,1
legislation in agriculture,agriculture rules,1
legislation in agriculture,regulation of land-based industries,1
legislation in agriculture,agricultural legislation,1
legislation in agriculture,regulation of agriculture,1
legislation in agriculture,agricultural statutes,1
coking process,coal coking process,1
coking process,processes of coking,1
coking process,making of coke,1
coking process,coal coking processes,1
coking process,process of coking,1
coking process,coke making,1
coking process,production of coke,1
coking process,coke production,1
coking process,making coke,1
coking process,process of coking coal,1
coking process,processes of coal coking,1
coking process,coking processes,1
coking process,make sense of spoken French,0
coking process,develop game testing software,0
match lyrics to mood of melody,choose lyrics for mood of melody,1
match lyrics to mood of melody,match lyrics to mood of melodies,1
match lyrics to mood of melody,match lyrics to moods of melody,1
match lyrics to mood of melody,harmonise lyrics to mood of melody,1
match lyrics to mood of melody,select lyrics for mood of melody,1
match lyrics to mood of melody,models of lathe tools,0
perform dental clinical examination,apply clinical dental examination techniques,1
perform dental clinical examination,perform dental clinical examinations,1
perform dental clinical examination,perform clinical dental examinations,1
perform dental clinical examination,perform teeth and gums examination,1
network with store owners,networking with store owners,1
