title1,title2,similarity
tourism contract negotiator,contracts negotiator,1
tourism contract negotiator,contract manager,1
tourism contract negotiator,hotel contract negotiator,1
tourism contract negotiator,contract negotiator,1
tourism contract negotiator,travel contract negotiator,1
tourism contract negotiator,hotel contracts negotiator,1
tourism contract negotiator,electric power sales negotiator,0
tourism contract negotiator,tourist animator,0
tourism contract negotiator,electricity sales negotiator,0
tourism contract negotiator,commerce lector,0
tourism contract negotiator,machine cutting operator,0
tourism contract negotiator,video technician,0
"import export specialist in hardware, plumbing and heating equipment","trainee import specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","senior import specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","graduate import export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","customs compliance specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","assistant export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","graduate export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","assistant import export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","graduate import specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","assistant import specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","senior export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","trainee import export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","senior import export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","trainee export specialist in hardware, plumbing and heating equipment",1
"import export specialist in hardware, plumbing and heating equipment","import export manager in hardware, plumbing and heating equipment and supplies",0
"import export specialist in hardware, plumbing and heating equipment","trainee import export manager in hardware, plumbing and heating equipment and supplies",0
"import export specialist in hardware, plumbing and heating equipment","senior import export manager in hardware, plumbing and heating equipment and supplies",0
"import export specialist in hardware, plumbing and heating equipment","graduate import export manager in hardware, plumbing and heating equipment and supplies",0
"import export specialist in hardware, plumbing and heating equipment","assistant import export manager in hardware, plumbing and heating equipment and supplies",0
"import export specialist in hardware, plumbing and heating equipment","senior export manager in hardware, plumbing and heating equipment and supplies",0
"import export specialist in hardware, plumbing and heating equipment",agricultural conservation technician,0
"import export specialist in hardware, plumbing and heating equipment",juvenile correctional officer,0
"import export specialist in hardware, plumbing and heating equipment",actuaries,0
"import export specialist in hardware, plumbing and heating equipment",net-knitting machine operator,0
"import export specialist in hardware, plumbing and heating equipment",drapers shop manager,0
"import export specialist in hardware, plumbing and heating equipment",CNC set-up technician,0
"import export specialist in hardware, plumbing and heating equipment",defence technology engineering consultant,0
social work researcher,social scientist,1
social work researcher,social research interviewer,1
social work researcher,social work research assistant,1
social work researcher,social science researcher,1
social work researcher,social work research manager,1
social work researcher,social research worker,1
social work researcher,communities research worker,1
social work researcher,social work research officer,1
social work researcher,sociology researcher,0
